participation_channel,city_id,survey_id,agent_id,twitter_profile,gender,birth_date,arrival_date,district_id,engagement_feeling,source_social_medias,source_messaging_app,source_word_mouth,source_internet,source_email,source_print_medias,source_newspapers,source_radio,source_tv,source_city_council,source_other,total_sources,facebook,twitter,youtube,medium,linkedin,instagram,Pinterest,Snapchat,other_social_media,total_social_medias,line,whatsapp,wechat,slack,telegram,messenger,other_messaging_app,total_messaging_app,agent_category,agent_type,influencer_national_gov,influencer_local_gov,influencer_public_services,influencer_investor,influencer_academic,influencer_private_research,influencer_corporate,influencer_startup,influencer_freelance,influencer_local_nonprofit,influencer_international_nonprofit,influencer_individual,total_influencers,relationship_public,relationship_academic,relationship_private,relationship_civil,neighborhood,global_events,startup_structure,business_clusters,public_infrastructure,governmental_meeting,online,other_meeting_place,total_meeting_places,opinion_share,opinion_change,engagement_wish,online_survey,workshop,interview,voting_app,project,total_engagement,engagement_freq,survey_date
Survey,Tel Aviv,168,168,,Man,1944-09-26,2009-02-10,Kikar Rabin,3,1,1,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Positive,Positive,Positive,Positive,0,0,1,1,1,0,0,0,3,3,4,Yes,1,0,1,0,0,2,One hour a day,2020/03/04 9:21:44 AM UTC+3
Survey,Taipei,87,87,,Woman,1994-07-16,1994-07-16,Sōngshān/松山,5,0,0,1,0,0,0,1,1,1,0,0,4,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,Civil Society,Individual Citizen,0,1,0,0,0,1,0,0,0,0,0,0,2,Neutral,Positive,Neutral,Neutral,0,0,0,0,0,0,1,0,1,3,4,Yes,1,0,1,0,0,2,One hour a week,2019/11/18 9:34:33 PM UTC+8
Survey,Tel Aviv,217,217,,Woman,1991-01-01,2015-07-07,לב העיר Lev HaIr,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,1,0,1,0,2,5,3,Yes,1,1,0,0,0,2,One hour a week,2020/03/26 3:57:17 PM UTC+3
Survey,Tallinn,271,271,,Woman,1991-12-15,2011-08-29,Põhja-Tallinn,1,1,0,1,1,1,0,1,0,1,0,0,6,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,2,Civil Society,Individual Citizen,0,1,1,1,0,1,1,0,0,0,0,0,5,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,1,0,2,3,3,Yes,1,1,0,0,0,2,More than one hour a day,2020/06/04 8:07:51 PM UTC+3
Survey,Tel Aviv,142,142,,Man,1988-12-26,2016-02-03,Gani tikva,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,1,1,0,0,0,1,1,4,Negative,Neutral,Positive,Neutral,0,0,0,0,0,0,1,0,1,3,2,Yes,1,1,0,0,0,2,One hour a week,2020/02/24 7:42:00 AM UTC+3
Survey,Tel Aviv,127,127,,Man,1951-11-19,2019-08-01,,4,1,1,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,Neutral,Neutral,Positive,0,0,1,1,0,0,1,0,3,5,4,Yes,1,0,1,1,0,3,One hour a week,2020/02/16 7:53:42 PM UTC+3
Survey,Taipei,111,111,,Woman,1983-12-30,2006-06-01,Xìnyì/信義,4,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,2,Civil Society,Individual Citizen,1,0,0,0,0,0,1,0,0,0,1,0,3,Neutral,Neutral,Positive,Positive,0,1,1,1,0,0,1,0,4,4,3,Yes,1,0,1,1,0,3,One hour a week,2019/11/27 1:52:39 AM UTC+8
Survey,Taipei,35,35,,Woman,1968-05-17,1968-05-17,Dà'ān/大安,2,1,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,Civil Society,Individual Citizen,0,0,0,0,1,0,0,0,0,1,0,1,3,Neutral,Neutral,Positive,Positive,0,0,0,1,0,0,1,0,2,2,3,No,1,1,0,1,0,3,One hour a month,2019/11/13 10:33:38 AM UTC+8
Survey,Tel Aviv,144,144,,Man,1970-01-01,1992-01-01,לב העיר Lev HaIr,4,1,1,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,1,0,0,0,0,0,1,2,Positive,Positive,Positive,Positive,1,0,1,0,0,0,1,0,3,4,3,No,1,1,0,1,0,3,One hour a month,2020/02/26 9:51:17 AM UTC+3
Survey,Taipei,108,108,,Man,1988-08-21,1988-08-21,Dà'ān/大安,4,0,0,1,0,0,1,1,0,1,1,0,5,1,0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,0,4,Civil Society,Individual Citizen,1,1,0,0,0,0,0,0,0,1,1,0,4,Neutral,Neutral,Neutral,Neutral,0,1,0,0,1,1,0,0,3,3,4,Yes,1,1,0,1,0,3,One hour a week,2019/11/26 10:50:41 AM UTC+8
Survey,Taipei,119,119,,Man,1987-11-30,2006-08-01,Xìnyì/信義,4,1,1,1,1,0,1,1,0,1,0,0,7,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,1,0,3,Civil Society,Individual Citizen,1,1,1,0,0,1,1,1,0,1,1,1,9,Neutral,Positive,Positive,Neutral,0,1,1,1,1,0,1,0,5,3,4,Yes,1,1,0,1,0,3,One hour a week,2019/12/11 5:35:20 PM UTC+8
Survey,Tallinn,319,319,,Man,1990-05-15,2018-12-10,Põhja-Tallinn,1,1,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,1,1,0,0,0,0,1,0,0,0,0,1,4,Positive ; Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,0,1,0,2,3,3,Yes,1,1,0,1,0,3,One hour a month,2020/06/16 10:24:52 PM UTC+3
Survey,Taipei,37,37,,Man,1991-09-29,2010-01-07,Dà'ān/大安,8,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,4,1,0,1,0,0,1,0,3,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,1,0,1,2,Neutral,Positive,Neutral,Positive,0,0,0,0,0,0,1,0,1,5,3,Yes,1,1,0,1,0,3,One hour a week,2019/11/13 10:36:30 AM UTC+8
Survey,Taipei,59,59,,Man,1989-02-19,2011-06-22,Sōngshān/松山,4,1,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,0,3,1,0,1,0,0,1,0,3,Civil Society,Individual Citizen,1,1,0,0,0,1,0,0,0,0,0,1,4,Negative,Neutral,Neutral,Neutral,0,0,1,1,1,0,1,0,4,5,3,Yes,1,1,1,1,0,4,One hour a day,2019/11/14 11:41:42 AM UTC+8
Survey,Taipei,122,122,,Woman,1988-11-13,2007-08-30,Zhōngshān/中山,2,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,2,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,1,1,0,2,Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,0,1,0,2,2,4,Yes,1,1,1,1,0,4,One hour a day,2019/12/17 4:34:01 PM UTC+8
Survey,Taipei,30,30,,Woman,1980-01-30,1980-01-30,Nángang/南港,6,1,0,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,3,3,No,0,0,0,1,0,1,Less than one hour a year,2019/11/12 6:07:22 PM UTC+8
Survey,Tel Aviv,150,150,,Woman,1991-01-05,2015-01-01,רמת אביב א' Ramat Aviv Aleph,2,1,0,1,1,0,0,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,3,2,No,0,0,0,1,0,1,One hour a year,2020/03/01 5:02:45 PM UTC+3
Survey,Taipei,43,43,,Man,1975-03-22,1975-03-22,Nángang/南港,3,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,Civil Society,Individual Citizen,0,1,0,0,0,0,0,0,0,1,0,0,2,Negative,Negative,Neutral,Positive,0,0,0,0,1,0,1,0,2,1,4,Yes,0,1,0,0,0,1,One hour a day,2019/11/13 12:27:16 PM UTC+8
Survey,Taipei,90,90,,Man,1981-11-16,2012-07-01,Banchiao,7,1,1,0,0,1,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,0,4,1,0,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,1,1,0,1,3,Negative,Neutral,Positive,Positive,0,0,1,1,0,0,0,0,2,2,4,,0,1,0,0,0,1,One hour a month,2019/11/19 10:52:54 PM UTC+8
Survey,Taipei,54,54,,Woman,1985-11-17,1985-11-17,Dàtóng/大同,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,1,1,0,0,1,0,0,0,3,3,5,Yes,0,1,0,0,0,1,One hour a week,2019/11/13 8:08:59 PM UTC+8
Survey,Taipei,2,2,,Woman,1980-08-22,2005-06-22,Dà'ān/大安,5,1,1,1,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Positive,Positive,Positive,0,1,0,0,0,0,1,0,2,2,4,Yes,1,0,0,0,0,1,One hour a week,2019/11/08 1:15:36 PM UTC+8
Survey,Taipei,47,47,,Man,1968-02-01,1968-02-01,Nèihú/內湖,3,1,1,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,1,1,1,3,Neutral,Neutral,Neutral,Neutral,1,0,0,0,0,0,1,0,2,3,3,No,1,0,0,0,0,1,One hour a week,2019/11/13 2:28:40 PM UTC+8
Survey,Tallinn,249,249,,Man,1955-05-28,1994-08-25,Vana Linn,1,1,1,1,1,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,1,0,0,1,0,0,1,0,3,5,3,No,1,0,0,0,0,1,Less than one hour a year,2020/06/01 4:53:14 PM UTC+3
Survey,Taipei,45,45,,Woman,1994-08-29,2012-09-01,Zhōngzhèng/中正,2,1,0,0,1,1,1,1,0,1,0,0,6,1,0,1,0,0,1,0,0,0,3,1,1,0,0,0,1,0,3,Civil Society,Individual Citizen,1,0,1,0,0,0,0,0,0,1,1,0,4,Neutral,Neutral,Neutral,Neutral,0,1,1,1,0,0,1,0,4,5,4,Yes,1,0,0,0,0,1,One hour a week,2019/11/13 12:52:04 PM UTC+8
Survey,Taipei,27,27,,Woman,1969-02-10,1972-02-01,,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,0,0,0,2,3,Yes,1,0,0,0,0,1,One hour a month,2019/11/12 12:16:27 AM UTC+8
Survey,Taipei,51,51,,Woman,1977-03-14,1977-03-14,Dàtóng/大同,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,3,No,1,0,0,0,0,1,Less than one hour a year,2019/11/13 7:40:00 PM UTC+8
Survey,Tallinn,358,358,,Man,1984-03-03,1984-03-03,Mustamäe,5,1,0,0,1,0,0,1,0,1,0,0,4,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Positive,Neutral,0,0,0,1,0,0,0,0,1,3,4,No,1,0,0,0,0,1,One hour a month,2020/07/03 8:43:26 AM UTC+3
Survey,Taipei,6,6,,Woman,1971-07-10,2016-04-16,Zhōngshān/中山,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,1,0,1,Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,0,0,0,1,2,2,No,1,0,0,0,0,1,Less than one hour a year,2019/11/08 3:54:52 PM UTC+8
Survey,Taipei,7,7,,Woman,1984-03-23,1984-03-23,New Taipei City,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,1,0,1,Neutral,Neutral,Neutral,Neutral,1,1,0,0,0,0,0,0,2,2,2,Yes,0,0,0,0,0,0,One hour a month,2019/11/08 4:14:45 PM UTC+8
Survey,Tel Aviv,164,164,,Man,1960-08-06,1979-08-01,הצפון הישן HaTzafon HaYashan,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,0,0,0,1,5,No,0,0,0,0,0,0,Less than one hour a year,2020/03/02 9:28:50 PM UTC+3
Survey,Taipei,49,49,,Woman,1997-05-16,2017-08-20,Zhōngzhèng/中正,10,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,1,0,0,0,0,1,0,0,0,0,2,Neutral,Positive,Positive,Neutral,0,1,0,0,1,0,1,0,3,5,2,Yes,1,1,0,0,1,3,One hour a week,2019/11/13 4:50:15 AM UTC+8
Survey,Tallinn,266,266,,Woman,1991-02-22,2011-07-01,Kristiine,4,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,1,0,1,0,3,Civil Society,Individual Citizen,1,1,1,0,0,0,0,1,0,1,1,1,7,Neutral,Neutral,Positive,Positive,0,0,1,1,0,1,0,0,3,3,3,Yes,0,0,0,1,1,2,One hour a week,2020/06/04 10:44:20 PM UTC+3
Survey,Taipei,13,13,,Man,1974-01-01,2002-01-01,Xizhi,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,3,2,Yes,0,0,1,0,1,2,More than one hour a day,2019/11/09 1:49:22 PM UTC+8
Survey,Taipei,9,9,,Man,2019-08-12,1994-08-12,Zhōngzhèng/中正,5,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,Civil Society,Individual Citizen,1,0,1,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Neutral,0,1,0,0,0,1,1,0,3,4,4,Yes,1,0,0,1,0,2,One hour a month,2019/11/08 5:35:44 PM UTC+8
Survey,Tallinn,346,346,,Man,1985-01-01,2014-07-01,Kesklinn,2,1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,1,0,0,0,0,0,0,0,0,1,0,0,2,Neutral,Positive,Neutral,Positive,0,0,0,1,0,0,1,0,2,2,3,Yes,1,0,1,0,0,2,One hour a month,2020/06/27 5:51:10 PM UTC+3
Survey,Tallinn,305,305,,Woman,1977-08-23,2005-05-01,Linnaat väljas,7,1,0,1,1,0,0,0,1,1,1,1,7,1,1,0,0,1,1,0,0,0,4,0,1,0,1,0,0,0,2,Civil Society,Individual Citizen,0,1,1,0,0,0,0,0,0,0,1,0,3,Neutral,Positive,Neutral,Positive,0,0,0,0,1,0,1,0,2,4,4,Yes,1,1,1,1,1,5,One hour a week,2020/06/13 11:17:44 AM UTC+3
Survey,Taipei,101,101,,Man,1981-10-25,1999-09-01,Nèihú/內湖,5,0,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,Civil Society,Individual Citizen,1,1,0,0,0,0,0,0,0,0,0,1,3,Neutral,Neutral,Neutral,Positive,0,0,0,0,1,0,0,0,1,4,2,Yes,0,1,0,1,1,3,One hour a week,2019/11/21 2:14:13 PM UTC+8
Survey,Taipei,8,8,,Woman,1981-01-04,2012-06-25,Zhōngzhèng/中正,1,1,0,0,1,0,0,1,0,1,1,1,6,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,1,1,0,2,Negative,Neutral,Negative,Negative,0,0,1,0,0,0,1,0,2,2,3,Yes,1,1,0,0,1,3,One hour a week,2019/11/08 5:15:19 PM UTC+8
Survey,Tel Aviv,190,190,,Woman,1992-10-15,2018-10-01,Neve Tzedek,4,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,0,0,0,0,0,0,0,1,1,1,3,Neutral,Positive,Positive,Positive,0,0,0,0,0,0,1,0,1,4,4,Yes,1,0,0,0,1,2,One hour a week,2020/03/18 5:20:11 PM UTC+3
Survey,Taipei,93,93,,Woman,1997-09-02,1997-09-02,Sōngshān/松山,3,1,0,1,1,0,0,1,0,1,0,0,5,1,0,1,0,1,1,0,0,1,5,0,0,1,0,0,0,0,1,Civil Society,Individual Citizen,1,0,0,0,0,0,0,0,0,0,1,1,3,Positive,Positive,Neutral ; Negative,Positive,1,0,0,0,0,0,1,0,2,2,3,Yes,1,0,1,1,0,3,One hour a month,2019/11/19 5:29:27 PM UTC+8
Survey,Tallinn,335,335,,Woman,2020-10-16,1996-04-09,Mustamäe,2,0,0,0,1,1,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Positive,Neutral,Neutral,1,0,0,0,1,0,1,0,3,4,3,Yes,1,1,0,1,0,3,One hour a day,2020/06/26 10:11:11 AM UTC+3
Survey,Taipei,72,72,,Man,1999-01-20,2017-09-01,Dà'ān/大安,8,1,1,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,0,0,4,1,0,0,1,0,0,0,2,Civil Society,Individual Citizen,1,1,0,0,0,0,0,0,0,0,0,0,2,Positive,Positive,Neutral,Positive,0,1,1,1,0,0,1,0,4,5,2,Yes,1,1,0,1,0,3,One hour a day,2019/11/16 4:16:04 PM UTC+8
Survey,Tallinn,334,334,,Woman,1979-05-09,1979-05-09,Mustamäe,7,1,0,0,1,0,1,1,0,0,1,0,5,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Civil Society,Individual Citizen,0,0,1,0,0,1,0,0,0,0,1,0,3,Neutral,Positive,Positive,Positive ; Neutral,0,1,0,1,0,0,1,0,3,4,3,Yes,1,1,0,1,0,3,One hour a week,2020/06/25 9:46:48 PM UTC+3
Survey,Tel Aviv,159,159,,Woman,1991-01-19,2013-10-02,פלורנטין Florentin,5,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Civil Society,Non-Profit (Local),1,1,1,0,0,0,0,0,0,1,1,1,6,Neutral,Neutral,Negative,Positive,0,0,0,0,0,0,1,0,1,2,3,Yes,1,1,1,1,1,5,One hour a week,2020/03/02 12:23:48 AM UTC+3
Survey,Tel Aviv,143,143,,Woman,1992-05-21,2017-01-01,Neve Tzedek,6,1,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,2,Civil Society,Non-Profit (Local),1,1,1,0,0,0,0,0,0,0,0,0,3,Negative,Positive,Neutral,Positive,0,0,0,0,1,0,1,0,2,5,3,Yes,1,0,1,1,1,4,One hour a month,2020/02/25 9:32:01 PM UTC+3
Survey,Taipei,103,103,,Man,1987-12-18,1987-12-18,Zhōngshān/中山,7,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,Civil Society,Non-Profit (Local),1,1,1,0,0,0,0,0,0,1,0,0,4,Positive,Positive,Neutral,Positive,1,0,0,0,1,0,1,0,3,3,3,Yes,1,1,0,1,1,4,One hour a week,2019/11/21 9:28:00 AM UTC+8
Survey,Tallinn,264,264,,Man,1994-04-30,1994-04-30,Kristiine,2,1,0,1,1,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Civil Society,Non-Profit (Local),1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Neutral,Positive,0,0,0,0,1,0,1,0,2,1,3,No,1,1,1,1,0,4,One hour a month,2020/06/03 3:01:49 PM UTC+3
Survey,Taipei,98,98,,Man,1996-10-01,2015-07-01,Wénshān/文山,3,1,1,1,1,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,3,1,0,0,0,1,1,0,3,Civil Society,Non-Profit (Local),0,0,0,0,1,1,1,1,1,1,1,1,8,Neutral,Positive,Neutral,Positive,0,1,1,0,0,0,1,0,3,5,4,Yes,1,1,1,1,0,4,One hour a week,2019/11/20 7:39:10 PM UTC+8
Survey,Taipei,39,39,,Woman,1994-04-28,1999-07-01,Nèihú/內湖,4,1,1,0,1,1,0,0,0,0,1,0,5,1,0,1,0,1,0,0,0,0,3,1,0,0,1,0,1,0,3,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,1,0,1,2,Neutral,Positive,Neutral,Positive,0,1,1,0,0,1,1,0,4,5,4,Yes,1,1,1,1,0,4,One hour a day,2019/11/13 10:57:14 AM UTC+8
Survey,Tel Aviv,148,148,,Woman,1988-02-07,2015-03-01,כרם התימנים Kerem Hatemanim,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,1,0,0,1,Negative,Negative,Neutral,Neutral,0,0,0,0,1,0,0,0,1,2,2,Yes,0,0,0,1,0,1,One hour a week,2020/03/01 11:36:59 PM UTC+3
Survey,Tallinn,284,284,,Woman,1995-11-01,2018-08-26,Kesklinn,1,1,0,1,0,0,0,1,0,0,1,0,4,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,2,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,1,1,0,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,4,3,Yes,0,0,0,1,1,2,One hour a week,2020/06/08 1:18:33 PM UTC+3
Survey,Tel Aviv,177,177,,Woman,1950-03-30,1959-07-01,הצפון הישן HaTzafon HaYashan,2,0,0,1,1,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral ; Negative,Neutral,Negative,Positive ; Neutral,1,0,0,0,0,0,0,0,1,3,4,Yes,0,0,1,0,1,2,One hour a week,2020/03/09 8:03:31 PM UTC+3
Survey,Tel Aviv,218,218,,Man,1978-04-03,2016-02-02,יפו ג .Yafo C,4,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,1,2,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,1,0,1,2,Negative,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,4,3,Yes,0,0,0,1,0,1,One hour a day,2020/03/27 1:57:55 AM UTC+3
Survey,Tel Aviv,132,132,,Man,1989-12-23,2016-06-12,Neve Tzedek,3,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,0,0,1,1,Positive,Positive,Positive,Positive,0,0,1,0,0,0,1,0,2,5,3,Yes,0,0,1,0,0,1,One hour a month,2020/02/18 9:38:12 AM UTC+3
Survey,Taipei,41,41,,Man,1985-02-18,2009-08-20,Sōngshān/松山,7,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,4,1,0,0,0,0,0,0,1,Civil Society,Non-Profit (Local),0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,Negative,Positive,Neutral,0,0,1,1,0,0,0,0,2,5,3,Yes,0,0,1,0,0,1,One hour a week,2019/11/13 11:22:55 AM UTC+8
Survey,Tel Aviv,136,136,,Man,1984-12-22,2016-09-01,לב העיר Lev HaIr,2,1,1,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Civil Society,Non-Profit (Local),1,1,0,0,0,0,1,0,0,1,0,1,5,Negative,Neutral,Positive,Positive,0,1,1,1,1,0,1,0,5,5,4,Yes,1,1,0,1,1,4,One hour a week,2020/02/19 9:53:31 AM UTC+3
Survey,Tallinn,339,339,,Man,1973-06-26,2016-08-25,Nõmme,6,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,2,Civil Society,Non-Profit (Local),0,0,0,0,0,0,0,0,0,1,0,0,1,Neutral,Neutral,Neutral,Positive,1,0,0,0,0,0,0,0,1,4,3,Yes,0,1,0,0,1,2,One hour a week,2020/06/26 8:36:33 AM UTC+3
Survey,Tel Aviv,181,181,,Woman,1984-09-19,2017-03-10,Shapira,3,1,0,1,1,0,0,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Civil Society,Non-Profit(International),0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,Positive,Neutral,Positive,0,1,1,1,0,0,0,0,3,3,3,Yes,0,1,0,0,1,2,One hour a week,2020/03/15 12:27:49 PM UTC+3
Survey,Tallinn,310,310,,Woman,1978-03-22,2003-06-14,Kesklinn,7,1,0,0,1,0,0,1,0,1,1,0,5,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,2,Civil Society,Non-Profit(International),0,0,0,0,0,0,0,0,0,0,1,0,1,Neutral,Neutral,Positive,Neutral,1,0,0,0,1,0,0,0,2,1,2,No,1,0,0,1,1,3,One hour a year,2020/06/14 9:12:23 PM UTC+3
